magicka.1.d;Я чувствую, как моя сила медленно возвращается. Я восстановил часть своей магии.;;;;;;;;;;;;;x
EVTDESC600031;Используйте магию Колдовства, чтобы увеличить численность войск в гарнизоне.;;;;;;;;;;;;;x;
EVTOPTA600031;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600031;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600031;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600031;Я изменил свое решение.;;;;;;;;;;;;;x;
spell_increase_garrison_1;Увеличение гарнизона;;;;;;;;;;;;;x;
spell_increase_garrison_2;Увеличение гарнизона;;;;;;;;;;;;;x;
spell_increase_garrison_3;Увеличение гарнизона;;;;;;;;;;;;;x;
decrease_garrison;Уменьшение гарнизона;;;;;;;;;;;;;x;
decrease_garrison_desc;Уменьшить гарнизон в указанной провинции;;;;;;;;;;;;;x;
EVTDESC600032;Используйте магию Колдовства, чтобы уменьшить численность войск во вражеском гарнизоне.;;;;;;;;;;;;;x;
EVTOPTA600032;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600032;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600032;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600032;Я изменил свое решение.;;;;;;;;;;;;;x;
spell_decrease_garrison_1;Уменьшение гарнизона;;;;;;;;;;;;;x;
spell_decrease_garrison_2;Уменьшение гарнизона;;;;;;;;;;;;;x;
spell_decrease_garrison_3;Уменьшение гарнизона;;;;;;;;;;;;;x;
#################Requires a spell icon;;;;;;;;;;;;;x;;
nuke_troops;Огненный Шторм;;;;;;;;;;;;;x;
nuke_troops_desc;Уменьшить численность войск и их боевой дух в указанной провинции.;;;;;;;;;;;;;x;
EVTDESC600033;Используйте магию Изменения, чтобы замедлить рост численности войск в гарнизоне.;;;;;;;;;;;;;x;
EVTOPTA600033;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600033;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600033;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600033;Я изменил свое решение.;;;;;;;;;;;;;x;
#################Requires a spell icon;;;;;;;;;;;;;x;;
restore_troops;Великое Исцеление;;;;;;;;;;;;;x;
restore_troops_desc;Увеличить численность войск и их боевой дух в указанной провинции.;;;;;;;;;;;;;x;
EVTDESC600034;Используйте магию Изменения, чтобы ускорить рост численности войск в гарнизоне.;;;;;;;;;;;;;x;
EVTOPTA600034;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600034;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600034;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600034;Я изменил свое решение.;;;;;;;;;;;;;x;
resist_disease;Противостоять болезни;;;;;;;;;;;;;x;
resist_disease_desc;Увеличить защиту от заболеваний в указанной провинции;;;;;;;;;;;;;x;
EVTDESC600035;Используйте силу магии Восстановления, чтобы защитить провинцию от болезней.;;;;;;;;;;;;;x;
EVTOPTA600035;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600035;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600035;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600035;Я изменил свое решение.;;;;;;;;;;;;;x;
spell_resist_disease_1;Противостоять болезни;;;;;;;;;;;;;x;
spell_resist_disease_2;Противостоять болезни;;;;;;;;;;;;;x;
spell_resist_disease_3;Противостоять болезни;;;;;;;;;;;;;x;
weaken_resist;Ослабить сопротивляемость к болезням;;;;;;;;;;;;;x;
weaken_resist_desc;Снизить защиту от заболеваний в указанной провинции;;;;;;;;;;;;;x;
EVTDESC600036;Используйте магию Разрушения, чтобы понизить защиту от болезней в этой провинции.;;;;;;;;;;;;;x;
EVTOPTA600036;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600036;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600036;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600036;Я изменил свое решение.;;;;;;;;;;;;;x;
spell_weaken_resist_1;Ослабить сопротивляемость к болезням;;;;;;;;;;;;;x;
spell_weaken_resist_2;Ослабить сопротивляемость к болезням;;;;;;;;;;;;;x;
spell_weaken_resist_3;Ослабить сопротивляемость к болезням;;;;;;;;;;;;;x;
boost_supply;Увеличить поставки;;;;;;;;;;;;;x;
boost_supply_desc;Увеличить лимит снабжения в указанной провинции;;;;;;;;;;;;;x;
EVTDESC600041;Используйте магию Изменения для производства достаточного количества продовольствия и припасов для войск вашей цели.;;;;;;;;;;;;;x;
EVTOPTA600041;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600041;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600041;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600041;Я изменил свое решение.;;;;;;;;;;;;;x;
spell_boost_supply_1;Увеличить поставки;;;;;;;;;;;;;x;
spell_boost_supply_2;Увеличить поставки;;;;;;;;;;;;;x;
spell_boost_supply_3;Увеличить поставки;;;;;;;;;;;;;x;
decrease_supply;Уменьшить поставки;;;;;;;;;;;;;x;
decrease_supply_desc;Уменьшить лимит снабжения в указанной провинции;;;;;;;;;;;;;x;
EVTDESC600042;Используйте магию Изменения, чтобы истощить естественные богатства в провинции.;;;;;;;;;;;;;x;
EVTOPTA600042;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600042;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600042;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600042;Я изменил свое решение.;;;;;;;;;;;;;x;
spell_decrease_supply_1;Уменьшить поставки;;;;;;;;;;;;;x;
spell_decrease_supply_2;Уменьшить поставки;;;;;;;;;;;;;x;
spell_decrease_supply_3;Уменьшить поставки;;;;;;;;;;;;;x;
pacify_province;Умиротворить провинцию;;;;;;;;;;;;;x;
pacify_province_desc;Уменьшить риск местного восстания в указанной провинции;;;;;;;;;;;;;x;
EVTDESC600043;Используйте магию Иллюзии, чтобы уменьшить агрессию и недовольство у местных жителей.;;;;;;;;;;;;;x;
EVTOPTA600043;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600043;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600043;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600043;Я изменил свое решение.;;;;;;;;;;;;;x;
spell_pacify_province_1;Умиротворить провинцию;;;;;;;;;;;;;x;
spell_pacify_province_2;Умиротворить провинцию;;;;;;;;;;;;;x;
spell_pacify_province_3;Умиротворить провинцию;;;;;;;;;;;;;x;
enrage_province;Разозлить провинцию;;;;;;;;;;;;;x;
enrage_province_desc;Увеличить риск местного восстания в указанной провинции;;;;;;;;;;;;;x;
EVTDESC600044;Используйте магию Иллюзии, чтобы разжечь агрессию и увеличить недовольство у местных жителей.;;;;;;;;;;;;;x;
EVTOPTA600044;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600044;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600044;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600044;Я изменил свое решение.;;;;;;;;;;;;;x;
spell_enrage_province_1;Разозлить провинцию;;;;;;;;;;;;;x;
spell_enrage_province_2;Разозлить провинцию;;;;;;;;;;;;;x;
spell_enrage_province_3;Разозлить провинцию;;;;;;;;;;;;;x;
increase_local_income;Увеличение местных доходов;;;;;;;;;;;;;x;
increase_local_income_desc;Увеличение местного налогового модификатора в указанной провинции;;;;;;;;;;;;;x;
EVTDESC600045;Используйте магию Изменения, чтобы увеличить доходы от налогов у вашей цели.;;;;;;;;;;;;;x;
EVTOPTA600045;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600045;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600045;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600045;Я изменил свое решение.;;;;;;;;;;;;;x;
spell_increase_local_income_1;Увеличение местных доходов;;;;;;;;;;;;;x;
spell_increase_local_income_2;Увеличение местных доходов;;;;;;;;;;;;;x;
spell_increase_local_income_3;Увеличение местных доходов;;;;;;;;;;;;;x;
