#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
ravager;Разоритель[____];x #GetEndNitsa_TT
seaking;[_Повелитель] морей;x #GetOverlordCap_TT_Повелитель
seaking_desc;Эт[GetEtaEtot] [GetAgedPerson] внушает страх даже в самых далёких землях. Любой, кто знает море, знает и о его грозном хозяине.;x
TOG.3321.d;Немногие смертные имеют столь грозную репутацию, как Вы. Пока викинги совершали налёты, Вы уничтожали целые города, оставляя в живых лишь одного, дабы поведал всем, что за ними идёт [Root.GetFirstName] Разоритель[Root.GetEndNitsa].;x
TOG.3321.a;Меня ждут новые свершения.;x
TOG.3322.a;Я не сею!;x
death_text_default;Судьба не наградила [GetHersHis] чем-то примечательным, но мы надеемся, что [GetFirstName] найдёт мир и покой после смерти;x
death_text_neutral;Судьба не наградила [GetHersHis] чем-то примечательным, но мы надеемся, что [GetFirstName] найдёт мир и покой после смерти;x
death_text_lustful;Плоть слаба, и [GetHersHis] похоть часто брала верх над пониманием долга, морали и супружеской верности. Несомненно, [GetFirstName] ответит за свои грехи после смерти;x
death_text_greedy;Жадность эт[GetOyOgo] [AgedPersonGEN] принесла немало страданий [GetHersHis] народу. Несомненно, [GetFirstName] ответит за свои грехи после смерти;x
death_text_slothful;Склонность к лени не давала [GetHerHim] совершить хоть что-нибудь, что бы не приходилось только в самых крайних случаях. Несомненно, [GetFirstName] ответит за свои грехи после смерти;x
death_text_envious;Зависть не давала [GetHerHim] покоя, [GetHersHis] всегда тянуло к тому, чем обладали другие. Несомненно, [GetFirstName] ответит за свои грехи после смерти;x
death_text_wroth;Гнев затуманил [GetHersHis] разум, люди боялись говорить [GetHerHim] правду или оспаривать [GetHersHis] ошибочные решения. Несомненно, [GetFirstName] ответит за свои грехи после смерти;x
death_text_proud;Гордыня мешала [GetHerHim] видеть дальше своего носа, всё что [GetHersHis] волновало - это мнение других о [GetHersHis] величии. Несомненно, [GetFirstName] ответит за свои грехи после смерти;x
death_text_chaste;Репутация эт[GetOyOgo] целомудренн[GetOyOgo] [GetAgedPersonGEN] никогда не подвергалась сомнению. [Religion.GetHighGodName] видит - [GetFirstName] теперь в лучшем мире;x
death_text_temperate;Умеренность во всём позволяла [GetHerHim] достигать лучшего для себя и своих близких. [Religion.GetHighGodName] видит - [GetFirstName] теперь в лучшем мире;x
death_text_charitable;Щедрость не только по отношению к родным и близким принесла [GetHerHim] известность и уважение. [Religion.GetHighGodName] видит - [GetFirstName] теперь в лучшем мире;x
